"County","FIPS","Year","Occupation","Business Type","Measure Type","Variable","Value"
"Middlesex County","09007","2010-2014","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",2.4
"Middlesex County","09007","2010-2014","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",0.9
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Total","Number","Employment",7147
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Total","Number","Margins of Error",633
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",2.4
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",1.3
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",3.7
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",1.3
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Government","Percent","Employment",4.6
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Government","Percent","Margins of Error",1.8
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Private, Profit","Percent","Employment",86.8
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2.4
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",2.5
"Middlesex County","09007","2010-2014","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",1.1
"Middlesex County","09007","2011-2015","All","Total","Number","Employment",87871
"Middlesex County","09007","2011-2015","All","Total","Number","Margins of Error",1085
"Middlesex County","09007","2011-2015","All","Self-Employed, Incorporated","Percent","Employment",3.9
"Middlesex County","09007","2011-2015","All","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Middlesex County","09007","2011-2015","All","Self-Employed, Not Incorporated","Percent","Employment",7.1
"Middlesex County","09007","2011-2015","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.5
"Middlesex County","09007","2011-2015","All","Government","Percent","Employment",13.1
"Middlesex County","09007","2011-2015","All","Government","Percent","Margins of Error",0.8
"Middlesex County","09007","2011-2015","All","Private, Profit","Percent","Employment",66.2
"Middlesex County","09007","2011-2015","All","Private, Profit","Percent","Margins of Error",1.2
"Middlesex County","09007","2011-2015","All","Private, Not-for-profit","Percent","Employment",9.7
"Middlesex County","09007","2011-2015","All","Private, Not-for-profit","Percent","Margins of Error",0.7
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Total","Number","Employment",40148
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Total","Number","Margins of Error",1143
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",4.4
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",5.8
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.6
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Government","Percent","Employment",18.6
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Government","Percent","Margins of Error",1.5
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Private, Profit","Percent","Employment",57.1
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",1.7
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",14.1
"Middlesex County","09007","2011-2015","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",1.1
"Middlesex County","09007","2011-2015","Service","Total","Number","Employment",13538
"Middlesex County","09007","2011-2015","Service","Total","Number","Margins of Error",804
"Middlesex County","09007","2011-2015","Service","Self-Employed, Incorporated","Percent","Employment",2.5
"Middlesex County","09007","2011-2015","Service","Self-Employed, Incorporated","Percent","Margins of Error",1.1
"Middlesex County","09007","2011-2015","Service","Self-Employed, Not Incorporated","Percent","Employment",10.3
"Middlesex County","09007","2011-2015","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",1.7
"Middlesex County","09007","2011-2015","Service","Government","Percent","Employment",14.3
"Middlesex County","09007","2011-2015","Service","Government","Percent","Margins of Error",1.8
"Middlesex County","09007","2011-2015","Service","Private, Profit","Percent","Employment",65.7
"Middlesex County","09007","2011-2015","Service","Private, Profit","Percent","Margins of Error",2.6
"Middlesex County","09007","2011-2015","Service","Private, Not-for-profit","Percent","Employment",7.2
"Middlesex County","09007","2011-2015","Service","Private, Not-for-profit","Percent","Margins of Error",1.4
"Middlesex County","09007","2011-2015","Sales and office","Total","Number","Employment",20160
"Middlesex County","09007","2011-2015","Sales and office","Total","Number","Margins of Error",920
"Middlesex County","09007","2011-2015","Sales and office","Self-Employed, Incorporated","Percent","Employment",3.4
"Middlesex County","09007","2011-2015","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Middlesex County","09007","2011-2015","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.9
"Middlesex County","09007","2011-2015","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",1
"Middlesex County","09007","2011-2015","Sales and office","Government","Percent","Employment",6.3
"Middlesex County","09007","2011-2015","Sales and office","Government","Percent","Margins of Error",1.2
"Middlesex County","09007","2011-2015","Sales and office","Private, Profit","Percent","Employment",77.5
"Middlesex County","09007","2011-2015","Sales and office","Private, Profit","Percent","Margins of Error",2.3
"Middlesex County","09007","2011-2015","Sales and office","Private, Not-for-profit","Percent","Employment",7.9
"Middlesex County","09007","2011-2015","Sales and office","Private, Not-for-profit","Percent","Margins of Error",1.2
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Total","Number","Employment",6844
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Total","Number","Margins of Error",513
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",6.9
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",1.9
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",18
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",3.1
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Government","Percent","Employment",7.1
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",2.2
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",65.6
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",4
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",2.3
"Middlesex County","09007","2011-2015","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",1
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Total","Number","Employment",7181
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Total","Number","Margins of Error",628
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",2.2
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",1.2
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",4.2
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",1.4
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Government","Percent","Employment",4.3
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Government","Percent","Margins of Error",1.7
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Private, Profit","Percent","Employment",86.5
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2.6
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",2.7
"Middlesex County","09007","2011-2015","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",1.4
"Middlesex County","09007","2012-2016","All","Total","Number","Employment",88478
"Middlesex County","09007","2012-2016","All","Total","Number","Margins of Error",1024
"Middlesex County","09007","2012-2016","All","Self-Employed, Incorporated","Percent","Employment",4.2
"Middlesex County","09007","2012-2016","All","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Middlesex County","09007","2012-2016","All","Self-Employed, Not Incorporated","Percent","Employment",7
"Middlesex County","09007","2012-2016","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.7
"Middlesex County","09007","2012-2016","All","Government","Percent","Employment",12.8
"Middlesex County","09007","2012-2016","All","Government","Percent","Margins of Error",0.7
"Middlesex County","09007","2012-2016","All","Private, Profit","Percent","Employment",66.2
"Middlesex County","09007","2012-2016","All","Private, Profit","Percent","Margins of Error",1.1
"Middlesex County","09007","2012-2016","All","Private, Not-for-profit","Percent","Employment",9.8
"Middlesex County","09007","2012-2016","All","Private, Not-for-profit","Percent","Margins of Error",0.7
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Total","Number","Employment",40882
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Total","Number","Margins of Error",1092
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",4.5
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",6.3
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.9
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Government","Percent","Employment",17.8
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Government","Percent","Margins of Error",1.3
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Private, Profit","Percent","Employment",56.8
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",1.8
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",14.6
"Middlesex County","09007","2012-2016","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",1.2
"Middlesex County","09007","2012-2016","Service","Total","Number","Employment",13635
"Middlesex County","09007","2012-2016","Service","Total","Number","Margins of Error",795
"Middlesex County","09007","2012-2016","Service","Self-Employed, Incorporated","Percent","Employment",3.2
"Middlesex County","09007","2012-2016","Service","Self-Employed, Incorporated","Percent","Margins of Error",1.1
"Middlesex County","09007","2012-2016","Service","Self-Employed, Not Incorporated","Percent","Employment",9.4
"Middlesex County","09007","2012-2016","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",1.6
"Middlesex County","09007","2012-2016","Service","Government","Percent","Employment",14.5
"Middlesex County","09007","2012-2016","Service","Government","Percent","Margins of Error",2.1
"Middlesex County","09007","2012-2016","Service","Private, Profit","Percent","Employment",65.8
"Middlesex County","09007","2012-2016","Service","Private, Profit","Percent","Margins of Error",3.1
"Middlesex County","09007","2012-2016","Service","Private, Not-for-profit","Percent","Employment",7.1
"Middlesex County","09007","2012-2016","Service","Private, Not-for-profit","Percent","Margins of Error",1.4
"Middlesex County","09007","2012-2016","Sales and office","Total","Number","Employment",20072
"Middlesex County","09007","2012-2016","Sales and office","Total","Number","Margins of Error",885
"Middlesex County","09007","2012-2016","Sales and office","Self-Employed, Incorporated","Percent","Employment",4.1
"Middlesex County","09007","2012-2016","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",1.1
"Middlesex County","09007","2012-2016","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.9
"Middlesex County","09007","2012-2016","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",1
"Middlesex County","09007","2012-2016","Sales and office","Government","Percent","Employment",6.3
"Middlesex County","09007","2012-2016","Sales and office","Government","Percent","Margins of Error",1.1
"Middlesex County","09007","2012-2016","Sales and office","Private, Profit","Percent","Employment",77.4
"Middlesex County","09007","2012-2016","Sales and office","Private, Profit","Percent","Margins of Error",1.9
"Middlesex County","09007","2012-2016","Sales and office","Private, Not-for-profit","Percent","Employment",7.2
"Middlesex County","09007","2012-2016","Sales and office","Private, Not-for-profit","Percent","Margins of Error",1.3
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Total","Number","Employment",6832
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Total","Number","Margins of Error",501
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",7
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",1.7
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",15.3
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",3.3
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Government","Percent","Employment",7.7
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",2.3
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",68.3
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",4
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",1.7
"Middlesex County","09007","2012-2016","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",0.8
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Total","Number","Employment",7057
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Total","Number","Margins of Error",676
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.6
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",1.1
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",4.1
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",1.6
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Government","Percent","Employment",4.4
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Government","Percent","Margins of Error",1.4
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Private, Profit","Percent","Employment",87.3
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2.4
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",2.6
"Middlesex County","09007","2012-2016","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",1.2
"Middlesex County","09007","2013-2017","All","Total","Number","Employment",88344
"Middlesex County","09007","2013-2017","All","Total","Number","Margins of Error",1031
"Middlesex County","09007","2013-2017","All","Self-Employed, Incorporated","Percent","Employment",3.8
"Middlesex County","09007","2013-2017","All","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"Middlesex County","09007","2013-2017","All","Self-Employed, Not Incorporated","Percent","Employment",6.7
"Middlesex County","09007","2013-2017","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.6
"Middlesex County","09007","2013-2017","All","Government","Percent","Employment",13.1
"Middlesex County","09007","2013-2017","All","Government","Percent","Margins of Error",0.7
"Middlesex County","09007","2013-2017","All","Private, Profit","Percent","Employment",66.3
"Middlesex County","09007","2013-2017","All","Private, Profit","Percent","Margins of Error",1
"Middlesex County","09007","2013-2017","All","Private, Not-for-profit","Percent","Employment",10.1
"Middlesex County","09007","2013-2017","All","Private, Not-for-profit","Percent","Margins of Error",0.7
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Total","Number","Employment",40075
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Total","Number","Margins of Error",1282
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",4.4
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",5.8
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.7
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Government","Percent","Employment",18.3
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Government","Percent","Margins of Error",1.1
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Private, Profit","Percent","Employment",56.2
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",1.5
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",15.4
"Middlesex County","09007","2013-2017","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",1.1
"Middlesex County","09007","2013-2017","Service","Total","Number","Employment",13419
"Middlesex County","09007","2013-2017","Service","Total","Number","Margins of Error",641
"Middlesex County","09007","2013-2017","Service","Self-Employed, Incorporated","Percent","Employment",3.2
"Middlesex County","09007","2013-2017","Service","Self-Employed, Incorporated","Percent","Margins of Error",1.1
"Middlesex County","09007","2013-2017","Service","Self-Employed, Not Incorporated","Percent","Employment",9.6
"Middlesex County","09007","2013-2017","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",1.9
"Middlesex County","09007","2013-2017","Service","Government","Percent","Employment",13.6
"Middlesex County","09007","2013-2017","Service","Government","Percent","Margins of Error",2.3
"Middlesex County","09007","2013-2017","Service","Private, Profit","Percent","Employment",66.4
"Middlesex County","09007","2013-2017","Service","Private, Profit","Percent","Margins of Error",3.1
"Middlesex County","09007","2013-2017","Service","Private, Not-for-profit","Percent","Employment",7.2
"Middlesex County","09007","2013-2017","Service","Private, Not-for-profit","Percent","Margins of Error",1.6
"Middlesex County","09007","2013-2017","Sales and office","Total","Number","Employment",20804
"Middlesex County","09007","2013-2017","Sales and office","Total","Number","Margins of Error",998
"Middlesex County","09007","2013-2017","Sales and office","Self-Employed, Incorporated","Percent","Employment",3.2
"Middlesex County","09007","2013-2017","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",1
"Middlesex County","09007","2013-2017","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4.7
"Middlesex County","09007","2013-2017","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",1
"Middlesex County","09007","2013-2017","Sales and office","Government","Percent","Employment",7.8
"Middlesex County","09007","2013-2017","Sales and office","Government","Percent","Margins of Error",1.5
"Middlesex County","09007","2013-2017","Sales and office","Private, Profit","Percent","Employment",77.4
"Middlesex County","09007","2013-2017","Sales and office","Private, Profit","Percent","Margins of Error",2.3
"Middlesex County","09007","2013-2017","Sales and office","Private, Not-for-profit","Percent","Employment",6.8
"Middlesex County","09007","2013-2017","Sales and office","Private, Not-for-profit","Percent","Margins of Error",1.3
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Total","Number","Employment",6960
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Total","Number","Margins of Error",592
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",7.2
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",2
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",15.1
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",3.1
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Government","Percent","Employment",7.4
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",2.3
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",67.9
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",3.9
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",2.5
"Middlesex County","09007","2013-2017","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",1.2
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Total","Number","Employment",7086
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Total","Number","Margins of Error",600
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",0.7
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.6
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",4.1
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",1.4
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Government","Percent","Employment",4.1
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Government","Percent","Margins of Error",1.5
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Private, Profit","Percent","Employment",88.7
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2.3
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",2.3
"Middlesex County","09007","2013-2017","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",1.1
"New Haven County","09009","2006-2010","All","Total","Number","Employment",426766
"New Haven County","09009","2006-2010","All","Total","Number","Margins of Error",2394
"New Haven County","09009","2006-2010","All","Self-Employed, Incorporated","Percent","Employment",2.9
"New Haven County","09009","2006-2010","All","Self-Employed, Incorporated","Percent","Margins of Error",0.2
"New Haven County","09009","2006-2010","All","Self-Employed, Not Incorporated","Percent","Employment",5.9
"New Haven County","09009","2006-2010","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.3
"New Haven County","09009","2006-2010","All","Government","Percent","Employment",13.3
"New Haven County","09009","2006-2010","All","Government","Percent","Margins of Error",0.4
"New Haven County","09009","2006-2010","All","Private, Profit","Percent","Employment",65.9
"New Haven County","09009","2006-2010","All","Private, Profit","Percent","Margins of Error",0.5
"New Haven County","09009","2006-2010","All","Private, Not-for-profit","Percent","Employment",12
"New Haven County","09009","2006-2010","All","Private, Not-for-profit","Percent","Margins of Error",0.4
"New Haven County","09009","2006-2010","Management, business, science, and arts","Total","Number","Employment",165456
"New Haven County","09009","2006-2010","Management, business, science, and arts","Total","Number","Margins of Error",2660
"New Haven County","09009","2006-2010","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.9
"New Haven County","09009","2006-2010","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"New Haven County","09009","2006-2010","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",5.7
"New Haven County","09009","2006-2010","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"New Haven County","09009","2006-2010","Management, business, science, and arts","Government","Percent","Employment",19.4
"New Haven County","09009","2006-2010","Management, business, science, and arts","Government","Percent","Margins of Error",0.7
"New Haven County","09009","2006-2010","Management, business, science, and arts","Private, Profit","Percent","Employment",51.5
"New Haven County","09009","2006-2010","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",0.9
"New Haven County","09009","2006-2010","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",19.5
"New Haven County","09009","2006-2010","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",0.8
"New Haven County","09009","2006-2010","Service","Total","Number","Employment",71775
"New Haven County","09009","2006-2010","Service","Total","Number","Margins of Error",1967
"New Haven County","09009","2006-2010","Service","Self-Employed, Incorporated","Percent","Employment",1.6
"New Haven County","09009","2006-2010","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.4
"New Haven County","09009","2006-2010","Service","Self-Employed, Not Incorporated","Percent","Employment",7.2
"New Haven County","09009","2006-2010","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",0.7
"New Haven County","09009","2006-2010","Service","Government","Percent","Employment",16.3
"New Haven County","09009","2006-2010","Service","Government","Percent","Margins of Error",0.9
"New Haven County","09009","2006-2010","Service","Private, Profit","Percent","Employment",64.1
"New Haven County","09009","2006-2010","Service","Private, Profit","Percent","Margins of Error",1.4
"New Haven County","09009","2006-2010","Service","Private, Not-for-profit","Percent","Employment",10.8
"New Haven County","09009","2006-2010","Service","Private, Not-for-profit","Percent","Margins of Error",0.9
"New Haven County","09009","2006-2010","Sales and office","Total","Number","Employment",106645
"New Haven County","09009","2006-2010","Sales and office","Total","Number","Margins of Error",2240
"New Haven County","09009","2006-2010","Sales and office","Self-Employed, Incorporated","Percent","Employment",2.6
"New Haven County","09009","2006-2010","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"New Haven County","09009","2006-2010","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",4
"New Haven County","09009","2006-2010","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"New Haven County","09009","2006-2010","Sales and office","Government","Percent","Employment",8.6
"New Haven County","09009","2006-2010","Sales and office","Government","Percent","Margins of Error",0.6
"New Haven County","09009","2006-2010","Sales and office","Private, Profit","Percent","Employment",77.4
"New Haven County","09009","2006-2010","Sales and office","Private, Profit","Percent","Margins of Error",1
"New Haven County","09009","2006-2010","Sales and office","Private, Not-for-profit","Percent","Employment",7.5
"New Haven County","09009","2006-2010","Sales and office","Private, Not-for-profit","Percent","Margins of Error",0.5
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Total","Number","Employment",33405
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Total","Number","Margins of Error",1327
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",4.5
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",0.6
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",15.2
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",1.6
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Government","Percent","Employment",5.3
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",0.9
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",70.8
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",1.7
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",4.2
"New Haven County","09009","2006-2010","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",0.8
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Total","Number","Employment",49485
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Total","Number","Margins of Error",1528
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",1.2
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.3
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2.4
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.4
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Government","Percent","Employment",4.2
"New Haven County","09009","2006-2010","Production, transportation, and material moving","Government","Percent","Margins of Error",0.7
